"x","y","topo","y1","y2","y3"
-2,-50,21.431851698156,0.736309674474988,0.263664022502294,2.63030227180697e-05
0,-50,21.5392793018486,0.733314751208074,0.266658235096475,2.70136954509786e-05
2,-50,21.431851698156,0.736309674474988,0.263664022502294,2.63030227180697e-05
4,-50,21.1127729956557,0.745076860358892,0.254898845638072,2.42940030359949e-05
6,-50,20.5914967730671,0.758981326500454,0.240997354938816,2.1318560729426e-05
8,-50,19.8832608129238,0.777027488041267,0.222954689760856,1.78221978768966e-05
10,-50,19.0083472677859,0.797960594558935,0.202025156129688,1.42493113767213e-05
12,-50,17.9911183761016,0.820409539321755,0.179579509842067,1.09508361783066e-05
14,-50,16.8588916600161,0.843050560987187,0.156941299745946,8.1392668670321e-06
16,-50,15.6407269242987,0.864756929989021,0.135237178013281,5.89199769725959e-06
18,-50,14.3661998169369,0.884699693194238,0.115296120818193,4.18598756926808e-06
20,-50,13.0642332846849,0.902381097129105,0.0976159610508731,2.94182002170595e-06
22,-50,11.7620495949896,0.917605843149668,0.0823920958438857,2.06100644643501e-06
24,-50,10.4842927919267,0.930412671749528,0.0695858783739056,1.44987656621857e-06
26,-50,9.25235591466535,0.940993161393096,0.0590058078233673,1.03078353693323e-06
28,-50,8.08393058324402,0.949618346044948,0.0503809093133971,7.44641655270026e-07
30,-50,6.99278017046579,0.956583501477338,0.0434159495633688,5.48959293558645e-07
32,-50,5.98872307079335,0.962172761465126,0.0378268242385068,4.14296366861025e-07
34,-50,5.07780058725174,0.966640271082505,0.0333594081899862,3.20727508508727e-07
36,-50,4.26259535303447,0.970202963522494,0.0297967815360059,2.54941499952764e-07
38,-50,3.54266125823511,0.973040411592633,0.0269593803163398,2.08091026804337e-07
40,-50,2.91502446502819,0.975298345016836,0.0247014806929881,1.74290175407518e-07
42,-50,2.37471685770884,0.977093616291593,0.0229062341070147,1.49601391817866e-07
44,-50,1.91530755442986,0.978519340034216,0.0214805285991918,1.31366592510745e-07
46,-50,1.5294041461246,0.979649570103219,0.0203503121264716,1.17770309676686e-07
48,-50,1.20910233522744,0.980543266854363,0.0194566255901178,1.07555519306028e-07
50,-50,0.946369884981357,0.981247519438357,0.0187523807229991,9.98386434758257e-08
-50,-48,1.10702718697668,0.980819906502515,0.0191799890081766,1.04489308770098e-07
-48,-48,1.41436152837866,0.979975092535271,0.0200247934698157,1.13994913523972e-07
-46,-48,1.78903829940463,0.978895755641583,0.0211041176042133,1.26754203660168e-07
-44,-48,2.24045330248167,0.977519585976459,0.0224802699971765,1.44026364370776e-07
-42,-48,2.77785268167881,0.975766711230308,0.0242331211067322,1.67662959377993e-07
-40,-48,3.40988379353591,0.973534237570802,0.0264655619933346,2.00435863599586e-07
-38,-48,4.14406923693748,0.970689252201902,0.0293105012335174,2.46564580520513e-07
-36,-48,4.98622052304908,0.967060164609884,0.0329395228213827,3.12568733303187e-07
-34,-48,5.93981633327711,0.962426582228884,0.037573009123692,4.08647424494631e-07
-32,-48,7.00537850987655,0.956508589077462,0.0434908600241042,5.50898433477806e-07
-30,-48,8.17988598761211,0.948957532226455,0.0510417029381921,7.64835352453004e-07
-28,-48,9.45627188196052,0.939352422122777,0.0606464870721234,1.09080509926391e-06
-26,-48,10.8230510117308,0.927208819474459,0.072789588590305,1.59193523567587e-06
-24,-48,12.2641235114062,0.912010009088525,0.0879876260374239,2.36487405084187e-06
-22,-48,13.7587944025481,0.893271556197921,0.10672489147981,3.55232226903461e-06
-20,-48,15.2820389286128,0.870646682590636,0.129347963861824,5.35354754000314e-06
-18,-48,16.8050294322309,0.844067444752491,0.155924530781136,8.02446637314789e-06
-16,-48,18.2959223492387,0.81389472010108,0.186093426081003,1.18538179169887e-05
-14,-48,19.7208847260603,0.78102637000187,0.218956529273121,1.71007250092242e-05
-12,-48,21.0453201042556,0.746905476842468,0.253070635020284,2.38881372472404e-05
-10,-48,22.2352354389928,0.713396168909784,0.286571760981511,3.20701087050379e-05
-8,-48,23.2586757408161,0.682549079352602,0.317409798934686,4.11217127120847e-05
-6,-48,24.0871429977688,0.656329456161159,0.343620425061763,5.01187770783014e-05
-4,-48,24.6969119258465,0.636391515000921,0.363550626144298,5.78588547817365e-05
-2,-48,25.0701579515905,0.623946503886841,0.375990375600028,6.31205131314365e-05
0,-48,25.1958226412713,0.619718447008896,0.380216565156827,6.49878342773414e-05
2,-48,25.0701579515905,0.623946503886841,0.375990375600028,6.31205131314365e-05
4,-48,24.6969119258465,0.636391515000921,0.363550626144298,5.78588547817365e-05
6,-48,24.0871429977688,0.656329456161159,0.343620425061763,5.01187770783014e-05
8,-48,23.2586757408161,0.682549079352602,0.317409798934686,4.11217127120847e-05
10,-48,22.2352354389928,0.713396168909784,0.286571760981511,3.20701087050379e-05
12,-48,21.0453201042556,0.746905476842468,0.253070635020284,2.38881372472404e-05
14,-48,19.7208847260603,0.78102637000187,0.218956529273121,1.71007250092242e-05
16,-48,18.2959223492387,0.81389472010108,0.186093426081003,1.18538179169887e-05
18,-48,16.8050294322309,0.844067444752491,0.155924530781136,8.02446637314789e-06
20,-48,15.2820389286128,0.870646682590636,0.129347963861824,5.35354754000314e-06
22,-48,13.7587944025481,0.893271556197921,0.10672489147981,3.55232226903461e-06
24,-48,12.2641235114062,0.912010009088525,0.0879876260374239,2.36487405084187e-06
26,-48,10.8230510117308,0.927208819474459,0.072789588590305,1.59193523567587e-06
28,-48,9.45627188196052,0.939352422122777,0.0606464870721234,1.09080509926391e-06
30,-48,8.17988598761211,0.948957532226455,0.0510417029381921,7.64835352453004e-07
32,-48,7.00537850987655,0.956508589077462,0.0434908600241042,5.50898433477806e-07
34,-48,5.93981633327711,0.962426582228884,0.037573009123692,4.08647424494631e-07
36,-48,4.98622052304908,0.967060164609884,0.0329395228213827,3.12568733303187e-07
38,-48,4.14406923693748,0.970689252201902,0.0293105012335174,2.46564580520513e-07
40,-48,3.40988379353591,0.973534237570802,0.0264655619933346,2.00435863599586e-07
42,-48,2.77785268167881,0.975766711230308,0.0242331211067322,1.67662959377993e-07
44,-48,2.24045330248167,0.977519585976459,0.0224802699971765,1.44026364370776e-07
46,-48,1.78903829940463,0.978895755641583,0.0211041176042133,1.26754203660168e-07
48,-48,1.41436152837866,0.979975092535271,0.0200247934698157,1.13994913523972e-07
50,-48,1.10702718697668,0.980819906502515,0.0191799890081766,1.04489308770098e-07
-50,-46,1.28669666920635,0.980330361178509,0.0196695288753773,1.09946113605353e-07
-48,-46,1.64391108820777,0.979320419642789,0.0206794587055777,1.21651633066922e-07
-46,-46,2.07939755049124,0.978020355153397,0.0219795072358315,1.37610771442472e-07
-44,-46,2.6040767884739,0.97634763904583,0.0236522013283749,1.59625795149797e-07
-42,-46,3.22869558680254,0.974193937681754,0.0258058718791679,1.90439078247255e-07
-40,-46,3.96330475993611,0.971416103457943,0.0285836622298776,2.34312179490536e-07
-38,-46,4.8166478175574,0.967824212858812,0.0321754891398233,2.98001364506958e-07
-36,-46,5.79547947368588,0.963166166542328,0.0368334410406954,3.92416976998052e-07
-34,-46,6.90384299648289,0.95710884683995,0.0428906176992392,5.35460810590916e-07
-32,-46,8.14234492271574,0.949217036448126,0.050782206680582,7.56871292325275e-07
-30,-46,9.50747387107293,0.938933788166341,0.0610651054247234,1.10640893571624e-06
-28,-46,10.9910160082496,0.925570326447709,0.074428006198477,1.66735381428391e-06
-26,-46,12.5796221188358,0.908320070808707,0.0916773513888868,2.57780240626505e-06
-24,-46,14.254579344124,0.886318581096676,0.113677357066227,4.06183709667856e-06
-22,-46,15.9918339299344,0.858774115489379,0.141219414957397,6.46955322356583e-06
-20,-46,17.7622996250245,0.82518221146327,0.174807471985312,1.03165514182535e-05
-18,-46,19.5324700700612,0.785601483887262,0.214382217912691,1.62982000467631e-05
-16,-46,21.2653335200513,0.740909066903402,0.259065697165423,2.5235931174995e-05
-14,-46,22.921565964539,0.692906368582005,0.30705572399492,3.79074230750024e-05
-12,-46,24.4609559720754,0.644166882251579,0.355778375186097,5.47425623234154e-05
-10,-46,25.8439934582867,0.59763326720899,0.402291291186316,7.5441604694212e-05
-8,-46,27.0335371686665,0.556115018238119,0.443786320283634,9.86614782472698e-05
-6,-46,27.9964638904382,0.521892586892363,0.47798545444497,0.000121958662667338
-4,-46,28.7051977480825,0.496553050617489,0.503304827497995,0.000142121884515784
-2,-46,29.1390212564563,0.481042528765813,0.518801593692118,0.000155877542068819
0,-46,29.2850812083268,0.475827098152958,0.524012134466154,0.000160767380887844
2,-46,29.1390212564563,0.481042528765813,0.518801593692118,0.000155877542068819
4,-46,28.7051977480825,0.496553050617489,0.503304827497995,0.000142121884515784
6,-46,27.9964638904382,0.521892586892363,0.47798545444497,0.000121958662667338
8,-46,27.0335371686665,0.556115018238119,0.443786320283634,9.86614782472698e-05
10,-46,25.8439934582867,0.59763326720899,0.402291291186316,7.5441604694212e-05
12,-46,24.4609559720754,0.644166882251579,0.355778375186097,5.47425623234154e-05
14,-46,22.921565964539,0.692906368582005,0.30705572399492,3.79074230750024e-05
16,-46,21.2653335200513,0.740909066903402,0.259065697165423,2.5235931174995e-05
18,-46,19.5324700700612,0.785601483887262,0.214382217912691,1.62982000467631e-05
20,-46,17.7622996250245,0.82518221146327,0.174807471985312,1.03165514182535e-05
22,-46,15.9918339299344,0.858774115489379,0.141219414957397,6.46955322356583e-06
24,-46,14.254579344124,0.886318581096676,0.113677357066227,4.06183709667856e-06
26,-46,12.5796221188358,0.908320070808707,0.0916773513888868,2.57780240626505e-06
28,-46,10.9910160082496,0.925570326447709,0.074428006198477,1.66735381428391e-06
30,-46,9.50747387107293,0.938933788166341,0.0610651054247234,1.10640893571624e-06
32,-46,8.14234492271574,0.949217036448126,0.050782206680582,7.56871292325275e-07
34,-46,6.90384299648289,0.95710884683995,0.0428906176992392,5.35460810590916e-07
36,-46,5.79547947368588,0.963166166542328,0.0368334410406954,3.92416976998052e-07
38,-46,4.8166478175574,0.967824212858812,0.0321754891398233,2.98001364506958e-07
40,-46,3.96330475993611,0.971416103457943,0.0285836622298776,2.34312179490536e-07
42,-46,3.22869558680254,0.974193937681754,0.0258058718791679,1.90439078247255e-07
44,-46,2.6040767884739,0.97634763904583,0.0236522013283749,1.59625795149797e-07
46,-46,2.07939755049124,0.978020355153397,0.0219795072358315,1.37610771442472e-07
48,-46,1.64391108820777,0.979320419642789,0.0206794587055777,1.21651633066922e-07
50,-46,1.28669666920635,0.980330361178509,0.0196695288753773,1.09946113605353e-07
-50,-44,1.48598553575835,0.979773030953379,0.0202268527155933,1.16331027258907e-07
-48,-44,1.89852679159905,0.978569740251248,0.0214301290046191,1.30744132711135e-07
-46,-44,2.40146318636796,0.977007823158544,0.0229920261041097,1.50737346669658e-07
-44,-44,3.0074069003871,0.97497794975224,0.0250218713482305,1.78899530072357e-07
-42,-44,3.72876922446277,0.972333132836586,0.0276666478514017,2.19312012240115e-07
-40,-44,4.57715768449136,0.968874165392794,0.0311255560391701,2.78568035361373e-07
-38,-44,5.56267002085825,0.964329664133836,0.0356699682925404,3.6757362389126e-07
-36,-44,6.69310714544215,0.958329511275531,0.0416699839513442,5.0477312477376e-07
-34,-44,7.97313856438911,0.950371256382237,0.0496280216379525,7.21979810281578e-07
-32,-44,9.40346475737292,0.939781366552233,0.060217558508626,1.07493914050624e-06
-30,-44,10.980030485918,0.925678518495771,0.0743198191884659,1.6623157632851e-06
-28,-44,12.6933497244704,0.906956190347022,0.093041150592253,2.65906072494503e-06
-26,-44,14.528005676292,0.882317365552629,0.117678261924562,4.37252280907676e-06
-24,-44,16.4623871582363,0.850410922025228,0.14958174816338,7.3298113915695e-06
-22,-44,18.4687148718507,0.810121253703867,0.189866349473303,1.23968228305791e-05
-20,-44,20.5133975677988,0.761019339798392,0.238959756737588,2.09034640196023e-05
-18,-44,22.5577392841522,0.703870032928585,0.296095266640021,3.47004313947289e-05
-16,-44,24.5589957447894,0.640945174336223,0.358998807412213,5.60182515637574e-05
-14,-44,26.4717522749517,0.575857895037528,0.424055110081829,8.69948806424759e-05
-12,-44,28.2495693314774,0.512849479539777,0.487021674418903,0.000128846041319658
-10,-44,29.8468173457972,0.455827640427817,0.543991497298238,0.000180862273945055
-8,-44,31.2206024733106,0.407635484001157,0.592124898194444,0.000239617804398567
-6,-44,32.3326712419587,0.369839738345759,0.629861420185036,0.000298841469205419
-4,-44,33.1511767113256,0.342977427537305,0.656672307831334,0.000350264631360907
-2,-44,33.652192587051,0.327004294470132,0.672610282227718,0.000385423302150299
0,-44,33.8208749043582,0.321713077671876,0.677888986666452,0.00039793566167195
2,-44,33.652192587051,0.327004294470132,0.672610282227718,0.000385423302150299
4,-44,33.1511767113256,0.342977427537305,0.656672307831334,0.000350264631360907
6,-44,32.3326712419587,0.369839738345759,0.629861420185036,0.000298841469205419
8,-44,31.2206024733106,0.407635484001157,0.592124898194444,0.000239617804398567
10,-44,29.8468173457972,0.455827640427817,0.543991497298238,0.000180862273945055
12,-44,28.2495693314774,0.512849479539777,0.487021674418903,0.000128846041319658
14,-44,26.4717522749517,0.575857895037528,0.424055110081829,8.69948806424759e-05
16,-44,24.5589957447894,0.640945174336223,0.358998807412213,5.60182515637574e-05
18,-44,22.5577392841522,0.703870032928585,0.296095266640021,3.47004313947289e-05
20,-44,20.5133975677988,0.761019339798392,0.238959756737588,2.09034640196023e-05
22,-44,18.4687148718507,0.810121253703867,0.189866349473303,1.23968228305791e-05
24,-44,16.4623871582363,0.850410922025228,0.14958174816338,7.3298113915695e-06
26,-44,14.528005676292,0.882317365552629,0.117678261924562,4.37252280907676e-06
28,-44,12.6933497244704,0.906956190347022,0.093041150592253,2.65906072494503e-06
30,-44,10.980030485918,0.925678518495771,0.0743198191884659,1.6623157632851e-06
32,-44,9.40346475737292,0.939781366552233,0.060217558508626,1.07493914050624e-06
34,-44,7.97313856438911,0.950371256382237,0.0496280216379525,7.21979810281578e-07
36,-44,6.69310714544215,0.958329511275531,0.0416699839513442,5.0477312477376e-07
38,-44,5.56267002085825,0.964329664133836,0.0356699682925404,3.6757362389126e-07
40,-44,4.57715768449136,0.968874165392794,0.0311255560391701,2.78568035361373e-07
42,-44,3.72876922446277,0.972333132836586,0.0276666478514017,2.19312012240115e-07
44,-44,3.0074069003871,0.97497794975224,0.0250218713482305,1.78899530072357e-07
46,-44,2.40146318636796,0.977007823158544,0.0229920261041097,1.50737346669658e-07
48,-44,1.89852679159905,0.978569740251248,0.0214301290046191,1.30744132711135e-07
50,-44,1.48598553575835,0.979773030953379,0.0202268527155933,1.16331027258907e-07
-50,-42,1.70519284953823,0.979142129992486,0.0208577462266696,1.23780844300332e-07
-48,-42,2.17859072769462,0.977713239814369,0.022286618657984,1.41527647447747e-07
-46,-42,2.75571851494109,0.975841471392704,0.0241583619899861,1.66617309766366e-07
-44,-42,3.45104889569124,0.973382084942165,0.0266177122790468,2.02778788339265e-07
-42,-42,4.27882403033437,0.970135774783931,0.0298639691058215,2.56110247150703e-07
-40,-42,5.2523637458022,0.965825544715976,0.0341741184155475,3.36868476257026e-07
-38,-42,6.38325536531377,0.960064106189643,0.0399354310235828,4.6278677439598e-07
-36,-42,7.68045056358958,0.952309292361622,0.047690042301167,6.65337210669052e-07
-34,-42,9.14930767575435,0.941806393884064,0.0581926044143203,1.00170161600547e-06
-32,-42,10.790630513758,0.92752122943182,0.072477192799652,1.5777685279636e-06
-30,-42,12.5997656247334,0.908079816432859,0.0919175915511909,2.59201595032186e-06
-28,-42,14.5658276382946,0.881754382225712,0.118241200499118,4.41727517000876e-06
-26,-42,16.6711255265492,0.846572185985112,0.15342006824185,7.74577303790033e-06
-24,-42,18.8908601012921,0.80065683355916,0.19932934158951,1.38248513304447e-05
-22,-42,21.1931541605271,0.742886442304384,0.25708877159515,2.47861004652347e-05
-20,-42,23.5394611930016,0.673781491944872,0.32617451892199,4.39891331373293e-05
-18,-42,25.8853769457815,0.596208593943042,0.403715247888125,7.61581688329713e-05
-16,-42,28.1818516587936,0.515270016771342,0.48460301303905,0.000126970189608046
-14,-42,30.3767712455954,0.437087831479196,0.562710347914143,0.000201820606660291
-12,-42,32.4168455663914,0.367036464750135,0.63265972977936,0.000303805470505035
-10,-42,34.2497139405557,0.308467313642512,0.69110132749731,0.000431358860177864
-8,-42,35.8261549757252,0.262509019285488,0.736914672780954,0.000576307933557592
-6,-42,37.1022721833707,0.228697847080683,0.770578822911063,0.000723330008254606
-4,-42,38.0415206754229,0.205841507999349,0.79330673884357,0.000851753157081239
-2,-42,38.6164446354708,0.192707333401736,0.806352691695673,0.000939974902591493
0,-42,38.810010369722,0.188431130723807,0.810597415378774,0.000971453897418446
2,-42,38.6164446354708,0.192707333401736,0.806352691695673,0.000939974902591493
4,-42,38.0415206754229,0.205841507999349,0.79330673884357,0.000851753157081239
6,-42,37.1022721833707,0.228697847080683,0.770578822911063,0.000723330008254606
8,-42,35.8261549757252,0.262509019285488,0.736914672780954,0.000576307933557592
10,-42,34.2497139405557,0.308467313642512,0.69110132749731,0.000431358860177864
12,-42,32.4168455663914,0.367036464750135,0.63265972977936,0.000303805470505035
14,-42,30.3767712455954,0.437087831479196,0.562710347914143,0.000201820606660291
16,-42,28.1818516587936,0.515270016771342,0.48460301303905,0.000126970189608046
18,-42,25.8853769457815,0.596208593943042,0.403715247888125,7.61581688329713e-05
20,-42,23.5394611930016,0.673781491944872,0.32617451892199,4.39891331373293e-05
22,-42,21.1931541605271,0.742886442304384,0.25708877159515,2.47861004652347e-05
24,-42,18.8908601012921,0.80065683355916,0.19932934158951,1.38248513304447e-05
26,-42,16.6711255265492,0.846572185985112,0.15342006824185,7.74577303790033e-06
28,-42,14.5658276382946,0.881754382225712,0.118241200499118,4.41727517000876e-06
30,-42,12.5997656247334,0.908079816432859,0.0919175915511909,2.59201595032186e-06
32,-42,10.790630513758,0.92752122943182,0.072477192799652,1.5777685279636e-06
34,-42,9.14930767575435,0.941806393884064,0.0581926044143203,1.00170161600547e-06
36,-42,7.68045056358958,0.952309292361622,0.047690042301167,6.65337210669052e-07
38,-42,6.38325536531377,0.960064106189643,0.0399354310235828,4.6278677439598e-07
40,-42,5.2523637458022,0.965825544715976,0.0341741184155475,3.36868476257026e-07
42,-42,4.27882403033437,0.970135774783931,0.0298639691058215,2.56110247150703e-07
44,-42,3.45104889569124,0.973382084942165,0.0266177122790468,2.02778788339265e-07
46,-42,2.75571851494109,0.975841471392704,0.0241583619899861,1.66617309766366e-07
48,-42,2.17859072769462,0.977713239814369,0.022286618657984,1.41527647447747e-07
50,-42,1.70519284953823,0.979142129992486,0.0208577462266696,1.23780844300332e-07
-50,-40,1.94425372125894,0.978432129014348,0.0215677385384053,1.32447246697016e-07
-48,-40,2.48401999255833,0.976741025410793,0.023258820291186,1.54298021276251e-07
-46,-40,3.14205867029484,0.974503695815864,0.0254961183484727,1.85835663316535e-07
-44,-40,3.93487144841783,0.971528829690043,0.0284709378692038,2.32440753429244e-07
-42,-40,4.87869717835293,0.967546643707006,0.0324530530410253,3.03251968236221e-07
-40,-40,5.98872307079335,0.962172761465126,0.0378268242385068,4.14296366861025e-07
-38,-40,7.27816094297968,0.954856001333252,0.0451434040801084,5.94586639942176e-07
-36,-40,8.75721745681033,0.944805471462107,0.0551936302822784,8.98255614586952e-07
-34,-40,10.432002163477,0.930895441890997,0.0691031290211035,1.4290878992103e-06
-32,-40,12.3034315659871,0.911557703264599,0.0884399063011548,2.39043424595281e-06
-30,-40,14.3661998169369,0.884699693194238,0.115296120818193,4.18598756926808e-06
-28,-40,16.6078954627563,0.847743439813374,0.152248942755202,7.61743142418313e-06
-26,-40,19.0083472677859,0.797960594558936,0.202025156129688,1.42493113767213e-05
-24,-40,21.5392793018486,0.733314751208074,0.266658235096475,2.70136954509786e-05
-22,-40,24.164345313187,0.65383368829151,0.346115268420444,5.1043288046321e-05
-20,-40,26.839594731656,0.562954124540416,0.436951391590725,9.44838688590062e-05
-18,-40,29.5143980146614,0.467649767917241,0.532181513365398,0.000168718717360778
-16,-40,32.1328288318912,0.376530031571427,0.623182628832437,0.000287339596136091
-14,-40,34.6354669209843,0.296814490696636,0.702722012827554,0.000463496475809663
-12,-40,36.9615510884885,0.232271517683432,0.767022839289873,0.000705643026694761
-10,-40,39.0513799063914,0.18320123226278,0.815786747211603,0.00101202052561697
-8,-40,40.8488313499648,0.147756917155789,0.85087802450225,0.00136505834196094
-6,-40,42.3038548274555,0.123378253726166,0.874893378896095,0.00172836737773865
-4,-40,43.3747820110605,0.10771012661159,0.890240023237902,0.00204985015050773
-2,-40,44.0303078942864,0.0990032624285474,0.8987239047059,0.00227283286555295
0,-40,44.2510107310523,0.0962153543278485,0.901431841262166,0.00235280440998534
2,-40,44.0303078942864,0.0990032624285474,0.8987239047059,0.00227283286555295
4,-40,43.3747820110605,0.10771012661159,0.890240023237902,0.00204985015050773
6,-40,42.3038548274555,0.123378253726166,0.874893378896095,0.00172836737773865
8,-40,40.8488313499648,0.147756917155789,0.85087802450225,0.00136505834196094
10,-40,39.0513799063914,0.18320123226278,0.815786747211603,0.00101202052561697
12,-40,36.9615510884885,0.232271517683432,0.767022839289873,0.000705643026694761
14,-40,34.6354669209843,0.296814490696636,0.702722012827554,0.000463496475809663
16,-40,32.1328288318912,0.376530031571427,0.623182628832437,0.000287339596136091
18,-40,29.5143980146614,0.467649767917241,0.532181513365398,0.000168718717360778
20,-40,26.839594731656,0.562954124540416,0.436951391590725,9.44838688590062e-05
22,-40,24.164345313187,0.65383368829151,0.346115268420444,5.1043288046321e-05
24,-40,21.5392793018486,0.733314751208074,0.266658235096475,2.70136954509786e-05
26,-40,19.0083472677859,0.797960594558936,0.202025156129688,1.42493113767213e-05
28,-40,16.6078954627563,0.847743439813374,0.152248942755202,7.61743142418313e-06
30,-40,14.3661998169369,0.884699693194238,0.115296120818193,4.18598756926808e-06
32,-40,12.3034315659871,0.911557703264599,0.0884399063011548,2.39043424595281e-06
34,-40,10.432002163477,0.930895441890997,0.0691031290211035,1.4290878992103e-06
36,-40,8.75721745681033,0.944805471462107,0.0551936302822784,8.98255614586952e-07
38,-40,7.27816094297968,0.954856001333252,0.0451434040801084,5.94586639942176e-07
40,-40,5.98872307079335,0.962172761465126,0.0378268242385068,4.14296366861025e-07
42,-40,4.87869717835293,0.967546643707006,0.0324530530410253,3.03251968236221e-07
44,-40,3.93487144841783,0.971528829690043,0.0284709378692038,2.32440753429244e-07
46,-40,3.14205867029484,0.974503695815864,0.0254961183484727,1.85835663316535e-07
48,-40,2.48401999255833,0.976741025410793,0.023258820291186,1.54298021276251e-07
50,-40,1.94425372125894,0.978432129014348,0.0215677385384053,1.32447246697016e-07
-50,-38,2.20268751505429,0.977638002115544,0.0223618553886726,1.42495783727495e-07
-48,-38,2.81420051556366,0.975643453416148,0.0243563771896004,1.69394251119424e-07
-46,-38,3.5597069091091,0.972976370027952,0.0270234208774672,2.09094580897722e-07
-44,-38,4.45790182526246,0.969384554271507,0.0306151763630649,2.69365428334267e-07
-42,-38,5.52718261355838,0.964503880046196,0.0354957560276213,3.63926182819958e-07
-40,-38,6.7847551967716,0.957802787254388,0.0421966948464677,5.17899144632101e-07
-38,-38,8.24558753127982,0.948500345450787,0.0514988755761853,7.78973027316747e-07
-36,-38,9.92124296732288,0.935450378248709,0.0645483809153294,1.24083596102253e-06
-34,-38,11.8186431489153,0.916991658811393,0.0830062479410104,2.09324759647944e-06
-32,-38,13.9388264023363,0.890791138041581,0.109205132252152,3.72970626746111e-06
-30,-38,16.2757816171503,0.85377529994927,0.14621772381943,6.97623130067899e-06
-28,-38,18.8154475864666,0.802373201207155,0.197613240029441,1.35587634037337e-05
-26,-38,21.5349718767451,0.733435251610588,0.266537763531315,2.69848580966378e-05
-24,-38,24.4023200689714,0.646087527860068,0.353858479784109,5.39923558232084e-05
-22,-38,27.3763147005076,0.543976775370026,0.455916772292928,0.000106452337045894
-20,-38,30.4071632102907,0.436018026853451,0.563778888265721,0.000203084880827837
-18,-38,33.4375062834608,0.333802515704412,0.665827487251332,0.000369997044256081
-16,-38,36.4039837586387,0.246810422115864,0.752550325992938,0.000639251891197886
-14,-38,39.2392771224982,0.179208266778454,0.81974709442162,0.00104463879992578
-12,-38,41.8745486915861,0.13018892796421,0.868198095584971,0.00161297645081867
-10,-38,44.2421614138673,0.0963257799639389,0.901324671593511,0.00234954844255004
-8,-38,46.2785334214837,0.0737186055420828,0.923061448854557,0.00321994560336055
-6,-38,47.9269613056305,0.0590969389324114,0.9367662857085,0.00413677535908859
-4,-38,49.1402381074522,0.050113218380942,0.944923087107132,0.00496369451192594
-2,-38,49.882897701202,0.0452656820517206,0.949189324447915,0.00554499350036448
0,-38,50.1329367664566,0.0437359156821623,0.950509170570789,0.00575491374704908
2,-38,49.882897701202,0.0452656820517206,0.949189324447915,0.00554499350036448
4,-38,49.1402381074522,0.050113218380942,0.944923087107132,0.00496369451192594
6,-38,47.9269613056305,0.0590969389324114,0.9367662857085,0.00413677535908859
8,-38,46.2785334214837,0.0737186055420828,0.923061448854557,0.00321994560336055
10,-38,44.2421614138673,0.0963257799639389,0.901324671593511,0.00234954844255004
12,-38,41.8745486915861,0.13018892796421,0.868198095584971,0.00161297645081867
14,-38,39.2392771224982,0.179208266778454,0.81974709442162,0.00104463879992578
16,-38,36.4039837586387,0.246810422115864,0.752550325992938,0.000639251891197886
18,-38,33.4375062834608,0.333802515704412,0.665827487251332,0.000369997044256081
20,-38,30.4071632102907,0.436018026853451,0.563778888265721,0.000203084880827837
22,-38,27.3763147005076,0.543976775370026,0.455916772292928,0.000106452337045894
24,-38,24.4023200689714,0.646087527860068,0.353858479784109,5.39923558232084e-05
26,-38,21.5349718767451,0.733435251610588,0.266537763531315,2.69848580966378e-05
